,amount,block,missing,sender,txhash,time
143,2.5,4384169,99455806.064207487185330234,0x18a87a588D569126A1c0901d9185ea05eA4E1fA3,0x9d8ab89987004b32e2b0a50bd5fdc22c67e0913fb5110f1b89a9cb8e27302233,2939
144,2.48,4384176,99439698.504201719535330234,0x74430eC03d661361b9B44baBA7e1Bd20Ff317859,0xfe7f7d3fced3377202f758cbffe5c0cdefc3973c88a9fcbcb2239d2e88b1cba0,3032
145,1,4384176,99439696.024201719535330234,0xB54EcF07288A44d38D9Dbe8d926a01999a9E621C,0xa8423cf423315a3a2353344c6b4aab6f824fce1f96ba965d86b8500741c8a6a8,3032
146,2.45,4384176,99439695.024201719535330234,0x701a6C15EC5CeED7E5000a13e73BA9ef1D19C1b1,0x23dc843ffda6aac747f5b8ec56685b85abb3a86f2e39ceb525d8de63ee7fb2d2,3032
147,1.99,4384178,99415110.360530447035330234,0x044dc03feb4aC51936f27fB5790A9dB15dEE0563,0x03244a9ac6dcfc780d02d881e6d4052a4ddfa25bc49d020c00a0f06671181c1e,3074
148,2.48,4384179,99419403.962008491585330234,0xC89e656BDC9B389b5aE702567e1E86c1c18912b4,0x43082b81c21555fd90849a7d96ada6f5c77be1df6bb2b2cc73d0e4d9ed0370b6,3097
149,5,4384180,99420142.076458970485330234,0xf3b8cBBEEAf1eACd6fAC6D3bC0450B3736482f14,0x7cd3922ce29033ef067a3fb0311f07b3291082c4b8164d8ff3582d0a32f09174,3101
150,15,4384181,99390999.547321441335330234,0x23b7BF89200663F958f11C7d495f9dfA793B8Ef2,0x439699a66dfede9863606f574bb28bfa9fa2b9f136b3f1d7d3cc4de77beddeb9,3115
151,45,4384182,99394061.973439172135330234,0xB4EDe0120A210EBb5f9a58e9CE3c5960f7C4a402,0xe265063dc5a15368281cac6bb9883ad2e96f0f9a85276bcdb3cccbb7f5cf87db,3131
152,2.5,4384194,99331342.059584770535330234,0x00F393147aaF3F4572f8B174D70e27aAE5B5b51D,0x1f7ed9184cd16b254cd9a3ce005ccb98c89e42a58a831c7caede72ebc1c6cc92,3282
153,10,4384195,99307962.302872760435330234,0x959E6C25Ce433b1dC206dC2664f17352DB8213B1,0xa002543e289cc54589c182b7b97f0f2e249f77b5b91576cbcd82605f386b83c7,3314
154,2.5,4384195,99307952.302872760435330234,0x5214803C763281b785cDC039b80605fd088D42Ca,0x97cf6c2736629a3d7e4e0471bae4cecb24ee96d90d2e9a50543ceaf00782bcb3,3314
155,2.49,4384200,99314289.991612976485330234,0x1e1E7A7d2255f9bAEbCDE97Dfc62f0501cC8c2C3,0x31380baad46d5851bea4df18110be09412bbc0359353b7903c35b3f3367c1a41,3345
156,1,4384200,99314287.501612976485330234,0xF7AE063de5EF4BCBb98B2Bd27afb66C59D885Fc0,0xba64c2f9ff595d35169848ebac8a59ddfc6d056a95ec6d3ddf4e44a80dd241fa,3345
157,13.979559,4384205,99272763.818654353335330234,0x29F4809328a2D0CAc8B6a198e2c3CAdF9f23EA7B,0xbc36edce4d48c8b6a12b42171671c0552af5c6377b2845331cf80d3484405ef3,3426
158,2.5,4384207,99275258.676894640935330234,0xEcaE7522D5596D145Ae4E5c8093374848C04ba15,0xd3560ddce4099c4560029177f32197c3262ccee5b079108175d8eab7c2bda629,3438
159,2.5,4384207,99275256.176894640935330234,0xf5304825f7dd86d8726BaaAF3A426169693d6c2B,0x9c9155698666b22412afe0c832b7183eaafcc0b456d13f4e680b88bff63e1c2d,3438
160,30,4384208,99248976.492798881685330234,0xd962f77591DD2E2A212c1eb759Fa3B86963c8393,0x8af2f334b90075ab5a29c82f4e00818dfad1b5857c05b2313efdbb74e0efcafb,3449
161,0.3,4384209,99255346.830999316685330234,0x307166c451D30039F195Da4EF526E60e39D32191,0x7740ec61f45a1475aa4263571809d30b556415900e9ad1da05919b87f2974908,3479
162,2.48,4384217,99194497.408726201785330234,0x803B46Dc4013bcF514a280024Dbfe6a93ff58c27,0x5e1190b28cb1e49773a6a93f878a576b2eb62b2edf60b1a805a35cc7fda77d8e,3584
163,2.5,4384217,99194494.928726201785330234,0xaAE98f7b04F8a0867B97F9195B77797d8B54C695,0x05ff18d608ba8e19f53b15d026e460d6e821be1ecb9a6b0e109487c4d7ce4b7d,3584
164,18.13483062764979998,4384218,99196043.670047847185330234,0x00C6d305AbBa5e3cA006F3d1AFa421Cee2e37f12,0x2fbc35a890b7f7037f7cfa8a65579b6181c13a18182d08efb891532e2b375285,3591
165,2.19,4384221,99177237.137844878785530254,0xfCB4705d13Eb33b6a922f9C5f67A424914168B17,0xd25b753489a245b4c5987cee0b475ff5f4073f814d5a4585009e8af8735d35c6,3629
166,2.5,4384222,99177682.611488323635530254,0x5CF93362003174cBCe3F5f32F9E9F266fdc17F8E,0xdc83b86a757dbf9c429bdad54033b2193a6692f1a70090be277b026be11b6f8f,3631
167,0.469,4384223,99178797.134214672285530254,0xE2Ca8411d05b4a6Bfe0BAB9571ecF05916D5971d,0x823ff6b643d0aad91f6a509324f335b606960109cf338a7420d4e893b7dcb3d6,3636
170,0.5,4384224,99159482.549770977685530254,0x1541191AbEd76ec9c7F9D531f74911515a85Df42,0xb84fc5ee86bd93180f1289208fff85fba8f64431190121a2054984136b63ad70,3671
171,2.5,4384224,99159482.049770977685530254,0x00EE9B3166B10499e55f2bBf801d031ca9234882,0xea34310290465881792afaac6a99841830aba7d83efe6d0b145b842b128bf7bc,3671
168,255.5,4384224,99159745.049770977685530254,0x1Fe4f9885EA63f9e13ea366f70708295377EC871,0xa0aee382a1e242aaada847725d80946e41cc0de5f87fa5c879dce93a7db90b5f,3671
169,7,4384224,99159489.549770977685530254,0x4B1E1415DbFAaCe5ceB592B5bEccbF6CE4332A43,0xcf531539363d3bd64f53ca8fa94d519e32fabaae488218124f602ddb684036c6,3671
172,2.5,4384226,99163753.064586723885530254,0x00b234B2211582b036841CC3091F208ac4a58778,0x6d1e22d6ddbc3f6338ff006251c729439a0b523b0d044e78d84c107c6fac4582,3690
173,50,4384228,99140563.343807294035530254,0x002848284eB655a5a99250fFbB09605B8e624261,0x243276bef2c472d018dce055a4e5b95e704eebf190cb1ddd9bb543091a7e9481,3705
174,0.22,4384230,99146426.705104003185530254,0x65570B90b7887a0CeB57f7604da311E84663a290,0xae636646c3c2f34f6e0fbe1f943b008803f8172be7c9ce2f3277f0bcfcb3f119,3731
175,25,4384230,99146426.485104003185530254,0x9bB4728c39f7584c5Ee61d2a185D5d9b42202205,0x964d15a44ef9268461faa302ff310a320ef2895e868d34a032c8c4513b29a77b,3731
176,5.984559,4384232,99105108.346730752235530254,0x1b9F37082441960F4B420Dfe047C299fb94851B9,0xc81f13e165fdabcdf83cc56c175aedd1d946ce5d84763ca5e7ca94b093be299a,3779
177,8,4384232,99105102.362171752235530254,0xb38616308E2e743F47533B8F18Ac0C46f3421AdB,0xb39bd76cac7005289df1707f1cd4f62de75c22c1811f665c5829b8b7cf67dbbf,3779
178,2,4384233,99110668.843943060185530254,0xb6F20d6Fa4c28a6Ae5a4372d4798f2f759C25BA7,0xd691b664ea0c2855dd85c24e150c7af5acc0207c3e435be68348ac76606cf6e0,3803
179,2.5,4384235,99069187.872975923635530254,0x1b1084d07F141584024a44cC821763674f64C570,0x28b92d4633ca0d2c1cb0864f58a05d37faca2a42379155a76a3c81d15ad6abce,3845
180,2.5,4384235,99069185.372975923635530254,0xf4c4852501e6B022ffFd6D094ef72F83496469C6,0x5212a7e84b0fa6ab2ca83f3db7822ab641a0921fdb4e5f0ad16b65638a6cbe4c,3845
181,2.49,4384237,99075823.792901450435530254,0x219D9C60596686376Aad7E246FBDbCCe6Fe924c0,0x778b42b0aeba85cfb22a46f4946bea4e71afd87565f7f8c79668289519a160fb,3873
182,2.5,4384239,99019093.806410863385530254,0xd4E53DeA659E5c152355AD236aD65ba12f152E26,0x589ab88be723428968fc4132345dd7f4ec890557fbcf2d2348b6c618cbcb26c4,3950
187,2.45,4384240,99001982.360898362585530254,0x5B8206Be122D4190C239f21b8d4616B017538D5A,0x75140ef0e886f9220584c062f3c195d00327487c1bc0eeeb391543ebedebd917,3981
186,2.49,4384240,99001984.850898362585530254,0x0De4e5fa38cD0Ff12d0F2c488B7e47D5aD9F1Df2,0x196e5c9ece3fe56c6be0c41d3baca96377737acf386b2ba5c5b559997b607f7d,3981
183,2.5,4384240,99002004.830898362585530254,0xE864bD345B78B5eEf7327503931E1d5F98b0f81E,0x07a0fa3a8ca1b06098287fbedcad867b4809d3a9c1b20b47d8323d9abac93774,3981
184,15,4384240,99002002.330898362585530254,0xB28ec0fe35afc78371779b04F3A127dE5839A989,0xf749e52b554e10ed1158fabbdfcafab874b6fe5db95c15e7a8f6cf233c88c1a6,3981
185,2.48,4384240,99001987.330898362585530254,0x002611243b23dc29E9ED64f28DF2C344055Cf3DD,0xc1a39a6a38554969e2f75b42eaa762961b781eedd35e69f37b82c027133f7b23,3981
188,2.5,4384241,99006900.891029659235530254,0x4587456Cb7846c4b9fea0892F2733E8237BF1F16,0x2bfc236709ab7f0b1362858449a50b5286a731d335a589f7ca7efd32fe85b913,4001
189,2.5,4384241,99006898.391029659235530254,0xA58fb1190daF13B0A6801FFc2638dd12d938aaF6,0xe1761d23252d3a497cf7885c404c3bec0a3af814dc18109338c41c9df8cb629d,4001
190,30,4384243,99009094.479511425185530254,0x64552300Ae57A0Af2C1C96d1b6a70480c52a463d,0x9fdd9ba23983e260adae29e3bc04534d3918cc677218d941bc30ccf2bff4a0e3,4010
191,2,4384246,98987864.909332558735530254,0xe3d7DdAa2D13ABA89c52e31b10B83715ecdAd1ee,0x755881d0c9127a73bf3af2d3691c1c7ed390356168296f0853ab382429d4c7cf,4023
192,0.2,4384247,98989843.975055320085530254,0x895378a947CA5ec14a823cc3e2E384733Ee93bee,0x1fd633a7f07568f0ff7470e59c006c0e4548fbdfa0f6b8c6682b9955f11e1809,4031
193,42,4384247,98989843.775055320085530254,0xB6c02Ea3555b053f822d673436783863b87e2709,0x977e8337f295a3e5ecffe693c791ed0fbdffa5af1287a4fee105ecaf1cd2f282,4031
194,2.5,4384249,98973537.468594647235530254,0xFaAC79B92A7C9f41CfCcAe87A3581D4b6A8F2e41,0x2dbd425d4afe47dded27de6913756ac297a7f4758d11c3abcb13670fae5094d5,4063
195,1,4384249,98973534.968594647235530254,0xB23558502E1092f27ED5Cd75471c8c54Fc7f3aff,0xff1dd919d2ca68e6824b5c518b0ff445d444a0ef5892e71dc4d88e8e4f5294bf,4063
197,2,4384254,98942532.579864557485530254,0x2dafF7ABAC41093AA500cC09610243a2ed4199c5,0xbada81ce8d04ba9ce3987453fd698724680c214a721d3fae04ec70312d68f825,4130
196,2.5,4384254,98942535.079864557485530254,0x8F01493B38F1ae95Cbcf1C0532E2cd577829c24C,0xc1c1a99254d441f1d5c5cb98d1516c7eda236ddaa88681ebe7dda118ba8cbcdf,4130
198,2,4384259,98891839.951720141285530254,0x5dd3D079515157233f821632593bE37a3ff60Bcb,0x5c6f38cb35b2d9b6513b74c897d9c80d9852a001f02b254fbce94708c31a8c75,4207
199,8,4384259,98891837.951720141285530254,0xA58fb1190daF13B0A6801FFc2638dd12d938aaF6,0x76cba9ae6be9a6a41fa393c0f62bc1428cb627ded1a16abcc5bd0e1f1d762ec5,4207
200,2.4,4384267,98817274.473437954885530254,0x6C6803F5BBDAaBC239EB79Bb73Afb1E50fDaFdD8,0xf7fa261aeece15dcfd882a40dd6dbb0660d348fc4d9f3be9784b98d60f7c9f24,4357
201,1.5,4384268,98802985.491132586635530254,0x8c3E0C40a9571AA6191a3D839B6cB6D97A1Fc48C,0x7b31a9fb3914a487446d43b88ed8e9e675cf4d807af8017a08c3b26432e4918b,4387
202,2.49,4384269,98789704.984818894635530254,0x2ceDC44ec7Fc775Caa42AcbFb3DEAE7Ed4Af24fA,0x150abd8a97e90bf3c637730b17239d206a8523386926b821fd81c28cd9fb60bb,4420
203,1.005,4384276,98730859.820227222935530254,0xa5dD50b3f3D3f8Ba7e23eD91232d2bce52537963,0x3acf55e1b2ceb32d06308c6215ae561586f28ef97d751a007c52b5e9f78ccb54,4524
204,173,4384279,98685423.238387427935530254,0xaf5b50cE2AA522D8d9d6F06247ec7d877d0EA3aa,0x01f5e64944abe5f4b34ae9c0ddced6ebfe1e4f58b3829563d104704c5deef4f5,4591
205,15.5,4384280,98674552.588026683435530254,0x18749D9001398942B4FB83f945d956048b999a41,0x4fab1dce04fb3c4a81b067db144e2b8c40ea2c24ec7870ffe26b6aba650cb299,4628
206,2.49,4384281,98640571.909965298585530254,0x8a92a29ed92Ad4F011FE33dF71d304F725BBB955,0x2a44faab94303b4d6c72b93f73696c120c1775f53086c16c3c5af6063bfc6934,4656
208,2.4,4384283,98628369.213029301935530254,0xd4b3731451de43Ad92166a9866cB90795B6C85be,0x66d58d1fd5f1479b03ae67b762e97f569535efbc2559c8cc5021c2983e3bfadd,4686
207,0.079559,4384283,98628369.292588301935530254,0x4675383FF315c4a9A34112992C8Fff7a8d960466,0xa4ed358c181a85c73ef3031234088d10393ecf5b89ccc8b1820550d1397660af,4686
209,8,4384286,98599796.757885674435530254,0xC61C7A5738eF03814c5f10A42937d1AB8Fc4C2Ab,0xc2724a0ea1d7b1248ecb5602429ee5a306c16420dd2a8f08d7a5b6af0dbb63ee,4730
210,1.04,4384287,98604718.987987607735530254,0x1dc65ab899CA7F1aaf1c00B64191B792505a8471,0x902adb53606c9f5e1bbd29366b9720bb3f357a0b426a8e6368ed11b2f7803e4b,4747
211,2.5,4384290,98544260.150588121185530254,0xc5d21597661E7Df444DA6C9ee8B41c34C753E06b,0x2520ac0c23bad0c1f20a0761c79763f47cb1fbf65f2595cc585d37f65d6ca851,4818
212,0.378,4384290,98544257.650588121185530254,0x00f674e4EC1EEDB7118757F951E52d6bfB0E7d18,0xa28c273e1172e6677fb91e56b3d3d95019e7464a007ee8eb7526483d8f507e93,4818
213,2,4384291,98546924.650555579185530254,0x3577385c7b5a52d8FbA230AC88C416cd97fA3ccc,0x98d102cd55772d94095f73e1d233d725e5c0a53483002c78e82da430f672e21a,4827
214,2.499,4384293,98531294.655804226485530254,0x13936E715270cf177f15f4Eb78Cb238d2Aa3886D,0xa2f885657ea2b25d243c2a1331ad02be18b553fd47a8b032b81746c98812ae09,4842
215,2.37,4384300,98491681.973252554185530254,0x00A1481027dAeDeBe320A6650317a545BcDb09c4,0x4cf4e2e05036458ef34eb9f1d07c099d25d270bffa820dfa20ef31570153a146,4909
216,0.5,4384302,98479529.803223851035530254,0x049b3e5Ebc98b1EFBB3d25aC8eF4F340b5FC51bb,0x3a95a5db2c5cd80eec29a03076170b0ae780cdb91f647013f649736a371cb114,4934
217,2.49,4384304,98454081.137350101835530254,0x7e0fb316Ac92b67569Ed5bE500D9A6917732112f,0x55df1757766edcebd5b69feb3997aca83562fcb61c672d35a7184a55b26d1efe,4979
218,2.49,4384306,98428177.609774066935530254,0x5c21Fa3eE7A57C125793caF54906b11824C38A8d,0xec5ad5f3ab0d1aa325e5618b75ac559583728083c717fba1579d8898a38a95c5,5021
219,0.22,4384316,98367523.168760413235530254,0xc81d14595feeF32f476cb56A805eF0139354A5b9,0x8ad7fdce356cf9c789cc0de1821fe75329ad513d4b3e41545ec802fc4c6341cc,5133
220,1.17,4384319,98338097.106538799385530254,0x20Ab7a373e5c400D41B673243586671B4E50220b,0xcc219b1029344a8472935ad7b8b11577545a24dc370ba7144df6b0f4799e7f2d,5159
221,0.2,4384322,98312811.959518452285530254,0x79d8147958d0F128330033291fFf0146172940B3,0x596408451ed9e289bca633259a4f3859ff5eed03f1aa28944bc8aa702de25d5c,5197
222,1,4384326,98279447.876449527035530254,0x4c5472116fe8fdc491428899aa7F3b2d8e631896,0x486caa8bfa1a6b8083f1826107e9c4e26e4ff64f9a2a263e9da76d48c4f1c642,5266
223,20.639988816,4384327,98252214.758475532935530254,0x977C827A997E6cB67e70dAEaA7145B17D0CB8bDA,0x3615862dfeda721bb7c771466f432ed3253c6138554e14befd23e90c06f37ebb,5295
224,0.5,4384330,98226579.180429382585530254,0x00e347AabB18a39E1Dee833d9F9bbd603fB582EE,0xa91bfa7fae7a85ae93519b4f369bf17609b8183de38dd45d0e275889cd64b31f,5328
225,2,4384336,98180622.902658298035530254,0x2b616914adA8484Ab9D70398dBE86B029b1a9a39,0xd04479de6006d0d76851a548831b5325a60bb47ac20dd84c7edaed180021d553,5407
226,2.499,4384337,98183582.633541213685530254,0x68a40ba738B3687D541fC37a14dE91EB7Ba6F43d,0xabb05169890bbd6990395dc41a3ca8a5fed6285f15798b5e37e4fed17de046b5,5416
227,1,4384338,98144640.470298150935530254,0x6Ce95a41Fdc91a8a6a5515B44972A2901621f61C,0x0a6323ff16bc921d968a8d0de0d316036ae45c3ed2598942989702b2d978e55c,5459
228,7.6,4384342,98109030.074550905535530254,0x5B8206Be122D4190C239f21b8d4616B017538D5A,0x939de4112b9f562e5abe72576e16833944854e7608be97079182c910138de7ac,5510
231,2.5,4384346,98077472.445499932235530254,0x070d61702428860d5b78e15F995444222CB1bFf0,0x36bd62c4447f8b5de5dd7f36c97bf372b6b6d5b436545e6b33d881d6cdec6516,5571
230,1.1,4384346,98077473.545499932235530254,0x67358342E37850bD86C6212318eF7573A0073490,0xdf714f39c9256018bcfdfed5614cb87ac5a148c0f1e1f69acb53acf8a7a79c30,5571
229,1,4384346,98077474.545499932235530254,0x6Ce95a41Fdc91a8a6a5515B44972A2901621f61C,0xd0168b5d490b94f5e82b85458c232b627962e8e2ea84b251fa11b69697048a86,5571
232,7,4384352,98040838.972315771335530254,0x009B0bA473f76f3fA1Fb426f393a4Ae0fDd0eDEe,0x4635025e1a1b942cc3a6100b7ec400edec1de3bf6bf07eaa44efb10417d6df0e,5615
233,10,4384356,98018689.104790200485530254,0xDaa2abe725764A8A8F8cf2AD86059BEa01c5Dc84,0xc63ba2c4cb088a81c677ac8e9671c182e4ca4ebe4ce08477adccc0fb972a1e33,5650
234,2.5,4384364,97938656.016045270485530254,0xde210746677Fd1034c158332b0dB802da8F9Dd2e,0x2091d3434ea84154a150160aa73c9acb77c5d6b9b408cdf1bc74e44fe9bb9923,5759
235,0.3,4384366,97930430.832413541435530254,0x09b6ec4d65A08B20d354979cd244de7b6B910fa1,0xa944c92d9f144626ca4b98f405e38009740ed395db75e009eaa2f79975d68f37,5783
236,2.5,4384370,97894579.696486141735530254,0x1eEE12F5cf8DA29da7E2bAd26B9aB29EB4bc7296,0xc0b3aa6c488fee3d95e7859d583855f1b53e7439f25f0c3c653d24ba92b8ccac,5822
237,3,4384372,97870956.598874894235530254,0x1253c4455C336b72eF5442c5f958e15BC1c744F9,0x29c25b157bd5e970d80e177b043cf6fde84faa0469454f275ad3f138b49cf92e,5848
238,2.5,4384376,97829040.703289243135530254,0x54e0D3180F60983fA4b0F368faA8Fbaf9085320F,0x2f29d7963ebe38de7ae935a373b6b52e8680e2a4c0c5727f7a6a558695d1fb37,5913
239,10,4384379,97806097.028661332385530254,0x9bF99C4D50b00B2FcD0c03f10169a6BA7966e0bb,0x4c66e5f53de99d2fc0af6c015f8dc6177cf724959291590613c367cd0d2b190a,5939
241,2.5,4384380,97795775.027660644835530254,0xAF57dACc69E4AC1BF2C35b5Da2d8Fa24Ebb12E5e,0x08536aa271b2e411d76c8b2d52c6c79c90e94d5e2bf7c2589544acbd5e818966,5955
240,5,4384380,97795780.027660644835530254,0xaBDA1091Eea09014490Ee45f62F9Ce43df0345b5,0x99b5a8a0c2deee8dbd144c5a0f5287730e1c64c64c8e806dc8c98adbcbc97446,5955
242,1,4384381,97778589.113590968185530254,0xcC39a604C91c43e8a1e7798A8947c5aC227b5d81,0x37c0a38cd038f924a46f51a6b3c90eefc60cca17e170e3a0dd37ec1ceb73da7d,5996
243,21,4384389,97724471.128699040185530254,0x781f61C764dE96Bd4C91c186D7a6dF11C7A4EbB0,0x88d272bdd3cb897902a25e7825d4f6b4a35d787154b9b60eee55868d893e2fea,6065
244,0.468503425,4384395,97672718.018271981885530254,0xe77274b522338Bf2D274C890b1f13171d08F403f,0x8bcb6981cd98b8a52b23fb0eceb35b19ca04feb6643a7e25f9e205ff0a8fafd0,6137
245,2.4998,4384401,97589076.278198371335530254,0x7f6247D3D7C373E1C4aA57c659Ed90FA6AE13e61,0x4842f74cb0a23dc4c26ae899ea5683356499151763d76424dd7e89f88d515874,6243
246,2.5,4384402,97577224.530876810485530254,0x647a1f20F6abc980a179DfE80Ea8D6bE6a9f5a1D,0xa8ae6242348aa93899981bc490d180875ce1fb9158dc251ef3773920813d5724,6252
247,1.7,4384404,97550253.033145646235530254,0x070d61702428860d5b78e15F995444222CB1bFf0,0x170be83a6c2aaabb520007dee686719f39db2f4bb162dbd07f4435ad51ed018e,6301
248,1.5,4384409,97449845.637452139335530254,0xc30B12BaaFD2a221bC2CFB8d308163f13dE8D124,0x8c9e1af11cb04c9f9ab9a9639fd07a814310bff5373ffef3d4a93a7cedb6fa67,6429
249,4,4384417,97371554.907202518735530254,0x012D78b8ae3effb27D1A177cb14B2776562AA192,0x38aac0f0666f56a1ca4768261108dde8797c20c8a6ab0b4d7a9c36ca43b891d0,6529
250,3,4384417,97371550.907202518735530254,0x6C0708d1C953Fd0ea4453eF247E2e53c3f7a796b,0x89c08e8e2e4f7723fcd039721796c8909992988159cb4c19a166b7f8f9c1a36e,6529
251,3,4384419,97342245.623883883735530254,0x70B47427E29d1F8f2b20452a27C9dd142bA27f7D,0x64561da48f361e66183729acd6221624f4c017f60e501395be446678891d5d72,6565
252,0.5,4384419,97342242.623883883735530254,0xDf0619f117163d7f756911B04835D0e5a18d1257,0x041cbd240004e0d61ec03ed2839edb8c8e473edc9483e335dd15a4854e2a768a,6565
253,5,4384421,97320919.358660215985530254,0xe5bb2B004b86Be07Fb59EfD70bA70bD28279f562,0xa5b89b9b93d8f5110b1b77ff3cbeead8197499d3ae8683a219ac7a330c295fc6,6584
254,7,4384429,97244963.063525410185530254,0xA4BF667214B912E44a1dE43A7F502bdbF6f03045,0x77704c24686c85bfde969b691dcbbc6a8f3b76cc273e6777df030fd9f3b2804b,6680
255,2.498,4384430,97246156.889236041685530254,0x8A34345B893FaaCb3D34DC2b5dE3055965e8Ca79,0x31071ccd714deba79f022978c9711ee2d3bf499e23d212bc348cf0155c58b845,6683
256,3,4384433,97169646.416358362385530254,0x48F9B81F75b3e9166D1E58413699321Cc1335a08,0x04cfb34406b8408de7b3cbc2487c65f6a7398a77065b54c5912d8eda13b3e848,6772
257,2,4384434,97162613.533607937185530254,0x62DDa6B403D21812B1eC761325b7d6cd230Cf7FB,0x95254486104d29fda33f1162cf81187434b38bbf19e55d5279aae967a9122388,6789
258,2,4384439,97087257.438873057035530254,0x929b4f71bc313E4Aec93D5a8F9F9770C4baE8270,0xcc767e23f63845252e2e89e3e87e394d5cb55a3bb67ed65cca9885330a94b2de,6875
259,0.1,4384440,97068934.412685753185530254,0x62cfc31f574F8ec9719d719709BCCE9866BEcaCd,0xbc5aa7474499f1ad56a0c400b3aad92b64f6da9220553dccf80b3d60bbe47741,6897
260,164.4,4384443,97051975.361908969735530254,0x225f3E472C48e708915cB4b24a3091f22fDA52Eb,0x55814cabded24e63f4130c030ece0d8153a43b164162afe27c4b4147df489298,6922
261,2.5,4384451,96968503.019342477335530254,0x005c63cE63BDC97c3b01FE8527B56A7a849411a8,0x8f9e0671da62e666519430af0b5e699ee3d565953e0f5afb2571868d4f56749f,7014
262,2.499,4384457,96880648.849863637085530254,0xDd3E89B14AC4A5F1f6E1f621F2d9816244d69e94,0x6a0cd409b43107538ffca80b2185da3c7e8986c21af8767a0baae16ea062c7a2,7121
263,17.5,4384467,96794261.267907697835530254,0x4A1b432c80aE976c6b72f058538fF5e969bd2ee1,0xcf938bf968a9381a0908d35aa3934b4202e4e09693e3fe359ddef8e231af99dc,7225
264,1.1,4384472,96706985.862106283885530254,0x23157389C6ADFE3CE7187BC62d4B02Ea36e8362a,0x5d4df313ecab0ecd25ebeac3fb2f5782bc061dcdf421f86ecaa0457196a68f1c,7321
265,5,4384480,96622136.479338594035530254,0x18c83199E6ab12cCfd2e0f35d7d3a8FDa59ebA90,0x6a0a29a2f1e7b12356b9bc60308bfd821eb9c65f4be2b3f53b3fb22748dbf32c,7417
266,2.25,4384484,96606234.779971789135530254,0x1B1Cc7bC6EE0dFC1e452880f5C9747d6eEEbFDF6,0x73757b32941f45710fab47b44169ced9374e8d456ba8e67f743ba78fc74014f1,7438
267,2,4384486,96574280.621325238785530254,0x6E30a40a23509D334134FB412F4d89b870E07103,0x5e2ee3a8c95ee45bb7b0db475e64f7ceef16d5a85a93bbe9c96f25338d2f41be,7479
268,2,4384489,96506577.115901197185530254,0x4811E6996291Cd78B9F9272EaD30Da18774DB174,0x884138a1534bbc93cf535b9642ba05c3f19f92aac5b857d3416b044f2bf4590f,7550
269,7,4384489,96506575.115901197185530254,0xa2DB0Dd039aa73aE0455950a8aD01fcf2126151e,0x72184af6dafa65cd520baefd15d182bcac459e728022d453d22437de4d05c511,7550
270,500,4384490,96483934.731644782135530254,0xB881111638E8fCc142d8F8b3438A1b62ca2a30e9,0x3d58e3c9ccddc6f14b05e0a247f3cf78e1492568c98d0c48acb3f9fdbc6b2f98,7582
271,2.5,4384491,96465621.406631442335530254,0xAe5ab40f3F195735847403D8507c3711e060C543,0x3740939df916664b184445baabceaa219baaff112ec77708d023ba7c3783dc47,7597
272,2.5,4384495,96442415.018267221135530254,0xfb6E5cb1f88C59FB9470cEf674BD5a1c6736feC8,0xa939cb5c174923596d1c9525353574a2cb96835a9c53a160bf7e90d28430da92,7627
273,100,4384496,96427050.535771814385530254,0xB3C2a4ce7ce57A74371b7E3dAE8f3393229c2aaC,0xb8a959e9b9ede180ca42c566a76c02ab05b82f8d3b41fc38a0de015e19bfcc3c,7647
274,5,4384504,96354329.163971206185530254,0x73429EC8734be74A724d5C7828D17fBeBb5b804d,0x41250d647c3ca865ba4349f1b14ecc249448e8077761a428800a6a0853a26493,7727
275,1.666666,4384507,96305733.248045717185530254,0x006e8C126eb96342Ee39E14fC0274043b2ada1E8,0xc44f72bba920edcb27bb20872313548968b07b76983904e5f3b1240b9ee8115d,7778
276,2.49,4384515,96225330.412034905835530254,0x502578d69530B7f367553F7b77D0be14Ba2a3fD2,0xe4d885e82400b3026b66c4411695bfbb8744a91e113c40c823af14fe10b0211a,7861
277,2.5,4384516,96209651.759741187935530254,0x90404746942a7Dc1e39Ec25ea104c2cf7db83fCF,0xbe9f86d33255d2d97372938cb9d874790a37006f2ba1c6619f06dbf589dba3ba,7878
278,2.49,4384517,96201144.261330232685530254,0x46A968F38F2Ef98Eb51cC8c8a2C641Fd47042964,0xf99177dc63c1fb103d3a6943080a0609030b8a47ba2325703d85d6471ec1c092,7885
279,0.5,4384528,96031870.711502229685530254,0x7D57B8B8A731Cc1fc1E661842790e1864d5Cf4E8,0x06092dab6d3d051a785e865f9a6a5a6bb253e23c5eac73d948f8855a221c58bb,8068
280,2.4,4384530,95994265.303219209085530254,0x070d61702428860d5b78e15F995444222CB1bFf0,0x32f6ac3c0304e741d4018592d0e6c33608cef342f429f525c723a30280fede15,8109
281,2.5,4384530,95994262.903219209085530254,0xe8b256b45DFb57F7da9a82F6bF8B1E877178b1A8,0x95563d15147c2c1845939da2ad48a3f7b8a05df543e6f669881dbf60289e2148,8109
282,1,4384531,95987167.647212702785530254,0x4026fD24992CC9C3eb5be298B260Ad5edAb90321,0x1f6125785509832d91caa67f715a50cf63e6b41e349cbab18082a89ff8f410e5,8118
283,0.30092884,4384535,95935126.579440468835530254,0x666E987DcEE093d95E74917f13838F7f46707ECA,0x53e8b46e30147b237f52cfc8023b703b29f141d0598b7c9e2a431f9e10c9ce8a,8175
