,blockHash,blockNumber,chainId,condition,creates,from,gas,gasPrice,hash,input,nonce,publicKey,r,raw,s,standardV,to,transactionIndex,v,value
98,0xce5ae5de1d019ee46d076eceafc8e3f5af07e6431d90919fb7d21d913c9d0e99,4384119,0x1,,,0x91379f764ca2ca2ea115dfabee7291fb46854471,170000,9000000000,0xbaf6bfa2449d3deae64fe424d8f1e2c649c0c9f175837cdb2bcf867373261d1d,0x,9,0x3502f31dc4d8e9fc65af224d2a6bf78fa72717ddefbf3821372268886725063046b32768fbedb953c8de33a6869f3770fd417524ef9ffb88b040025ccde0419f,0x5f01a9578f71904157f6b7f0251a30c43c53fa4dd43f5eaf096be943b9f1530c,0xf86d09850218711a008302981094b5e5585d0057501c91c48094029a6f4fb10b5a018822b1c8c1227a00008026a05f01a9578f71904157f6b7f0251a30c43c53fa4dd43f5eaf096be943b9f1530ca01e19327ff5853253e324b0b6b20a20cefe52d82f14d6fd52a970be7f5e80a172,0x1e19327ff5853253e324b0b6b20a20cefe52d82f14d6fd52a970be7f5e80a172,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,79,0x26,2.5
99,0xb1dafbbf0720dac3ba57387e07553a9cec52db29668172059a3a0db4ac2de0d4,4384123,0x1,,,0x39491f3a7c1e61399487899b1a37e0aedd8c71c5,93357,8000000000,0x1f7a76d67f019d1fb751e75d73485ce5923e8d29f9aca7971ff574a1cca34c52,0x,58,0x32c8ff7faefc6ebc2fe298e8036f79a81c04e86c0f047fc27724cdde992ee1f7fa883ac48b04a80f69a58dbc232961690e1a393e8e8b11c88b8e7024f8673012,0x7faba0cd51c152a0d52a4742a8f21ce17aff4bb9fbc09acf40e2c234ba25091b,0xf86d3a8501dcd6500083016cad94b5e5585d0057501c91c48094029a6f4fb10b5a01880de0b6b3a76400008025a07faba0cd51c152a0d52a4742a8f21ce17aff4bb9fbc09acf40e2c234ba25091ba036b867c7d2fbfd2db011bf3559d73ee600b6f8993b0779d9a6483654228ba38a,0x36b867c7d2fbfd2db011bf3559d73ee600b6f8993b0779d9a6483654228ba38a,0x0,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,19,0x25,1
100,0xddeb91611b4f39f058aaac63de0948e17fd8a6202a5acede21c034650674e53a,4384125,0x1,,,0x13ff249317d28f8e4d684a15d1d9fd76eb406881,150000,30000000000,0x126ba59422f8d3051e0726f8eac4ce17fb946a857fca0f7c89a74ee6491f6f23,0x,0,0x2e0b99c94b3f457bc22a157896d3a98bd92000945135d4527c91cc730478bf7da29c2eb6263aac2aa93520fe1f0f351726e8cc6a673c90106eed25be25f024e3,0xe484be74712a6ec0388df1034a88a605468f9e865f8cb615166a49562fabf28e,0xf86d808506fc23ac00830249f094b5e5585d0057501c91c48094029a6f4fb10b5a01880a4697c0158b70008025a0e484be74712a6ec0388df1034a88a605468f9e865f8cb615166a49562fabf28ea07f5b2fd80280be2343974d614ad27f288d2b270b38b19e253c3b219e9ae687a3,0x7f5b2fd80280be2343974d614ad27f288d2b270b38b19e253c3b219e9ae687a3,0x0,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,23,0x25,0.74044604
101,0xddeb91611b4f39f058aaac63de0948e17fd8a6202a5acede21c034650674e53a,4384125,0x1,,,0x9e50a8806358173929ea743aebdaed6198b7c073,90000,15000000000,0x58fb1a622e3a44841240404afb69a30fa02810c5f8ed69268d3aa8125e5b6099,0x,48,0x2381c85e3fd7770a4c11fefe778db7a747bcdef0b6b86d7907f57c3b5ece4d2d6cffccbdd729c3ee906e2bc20e0f9c1de5fc48b367b56a1b047079dd3b9b73ea,0x84b9e91a94a72ea96e37efdb2c6471ae1bba089c217b61e4e6cefe8b00a2968b,0xf86d3085037e11d60083015f9094b5e5585d0057501c91c48094029a6f4fb10b5a0188214e8348c4f000008025a084b9e91a94a72ea96e37efdb2c6471ae1bba089c217b61e4e6cefe8b00a2968ba02fe6515274c1aa2191c772c29336d5268da968b430560f4f481e958a5e5dd3e9,0x2fe6515274c1aa2191c772c29336d5268da968b430560f4f481e958a5e5dd3e9,0x0,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,101,0x25,2.4
102,0xddeb91611b4f39f058aaac63de0948e17fd8a6202a5acede21c034650674e53a,4384125,0x1,,,0x9782b9c2c85c2e9db211cb6200065e312853e68c,93357,1000000000,0x0d400c4abf7a871e0942891780507b0dc1ac9cd1dedf787d0709773b390d117a,0x,97,0x2951dbbf2ecea93181a2cf832a7e2e0a32fff615877a3da7934988bcd5db1ca99801d916765e8f086fa75246e6f47881250112ed5b33ca84f111ca9e62654cf6,0x25abce9d1065a121aa075b52157b86dec5c30a9c245c25abfc838531c2a2f082,0xf86c61843b9aca0083016cad94b5e5585d0057501c91c48094029a6f4fb10b5a01880de0b6b3a76400008026a025abce9d1065a121aa075b52157b86dec5c30a9c245c25abfc838531c2a2f082a00b86850688fad474e37fc06430f273e611969f0eefa34ec0203e0aef2509e66a,0xb86850688fad474e37fc06430f273e611969f0eefa34ec0203e0aef2509e66a,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,166,0x26,1
103,0xf1f16af1eca1bc9b6ab76e1227ece1b99052a94b9b19acf65f1190e7caa3c2ae,4384129,0x1,,,0xbc2fcdaa78a44f782e3ad9ac3c06b7162fd2f1cb,150000,15000000000,0x6187ff0e6ae12cfd8ffe6d147ec532791d84c259cedf98af8c1d3990282b4fa9,0x,26,0x787b8d3ef765cfcbdf4cb4c583322dabf1a120bee08f700049111b6f4178a3d3dc81558c79a4fcc8b6955fa5ab709be6c2660f25e43d8b746d3d89f77fd5a98b,0x6b96dc66fdd40f4100d4290aa162d94d59546108402d64a40aa72555c2e658e1,0xf86d1a85037e11d600830249f094b5e5585d0057501c91c48094029a6f4fb10b5a01880de0b6b3a76400008025a06b96dc66fdd40f4100d4290aa162d94d59546108402d64a40aa72555c2e658e1a04af5a24d3e393d66071887f73fd08c826e65efe0702f6cd52b05c929ada8e666,0x4af5a24d3e393d66071887f73fd08c826e65efe0702f6cd52b05c929ada8e666,0x0,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,79,0x25,1
104,0xf1f16af1eca1bc9b6ab76e1227ece1b99052a94b9b19acf65f1190e7caa3c2ae,4384129,0x1,,,0x747c3ca2858debb4836102f9cac33fd412ef64bd,150000,21000000000,0x4aae05a3a63f9a1398ed7448256146782ff3441604dd5fe5b80ae04376dee14f,0x,30,0x976c10e617aae283db4f64a57677b8bc19956fa82a1578e8ff16f2f908ee7612171f11fbf87dcfb2284a238d3529adfc6224e06b59f8f175763d3fda1cd23b4e,0x45dc3c49d5e92af70f782e3aa945694342e27eef55536eccad62924bc1501c52,0xf86d1e8504e3b29200830249f094b5e5585d0057501c91c48094029a6f4fb10b5a01880de0b6b3a76400008026a045dc3c49d5e92af70f782e3aa945694342e27eef55536eccad62924bc1501c52a0230b269e11c8efd9e02d6401eb097b47f33bd85c27f2cd03c2026d812ce77657,0x230b269e11c8efd9e02d6401eb097b47f33bd85c27f2cd03c2026d812ce77657,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,45,0x26,1
105,0x4fb089d3bb59e5b8a2e2d3b96fd85d42be729146e4b941085ba382f6daf3c337,4384131,0x1,,,0x00b0ed4774f5cb36752a3661f8248958418d4bd1,62568,5000000000,0xebe75f1e5176619cbff8ce613eeb62ddedd1b37d44520a7663484de35993b601,0x,36,0x64fc5215aeac18d73b222e9adbd89dd7318278f8adc86fbabb1818178297974f9890aba6a7af5371678d8520a45fe7897d811153057e6bc3a45afc958ef03bf8,0xc71bcb870e7c4afaa4948a5a89d916ea0ac61ca115707fdbded68e7198ba2a71,0xf86c2485012a05f20082f46894b5e5585d0057501c91c48094029a6f4fb10b5a01888ac7230489e800008026a0c71bcb870e7c4afaa4948a5a89d916ea0ac61ca115707fdbded68e7198ba2a71a039c14054f98699d906ad261bfb911b6508d56a04aa0f074b5b59f11b75d55e43,0x39c14054f98699d906ad261bfb911b6508d56a04aa0f074b5b59f11b75d55e43,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,80,0x26,10
106,0x47ce2f828f102d829ce73ef368015a46781db0d59f4c784c9da6e40b74efdf14,4384132,0x1,,,0x49657dfe91f0572eef4984feb486a34f2a98eebf,150000,21000000000,0x02257ef5db909fc9062bad668530a2ff288977a0936c3f8330fc8779368604e8,0x,2,0xd72d07862036427e93a09cbe1c7e325fa8d4095ad2147b2153ab6b5a041565e9d664acdc5d8a6221b1f4e69894cc672b340a39a929783cb3fd2e1f3b2041bd97,0x4ac1d24051ea63e7621e0e3bf6f367fd3775fc3305925e531d00cabe31b5c4b9,0xf86d028504e3b29200830249f094b5e5585d0057501c91c48094029a6f4fb10b5a018807a1fe16027700008026a04ac1d24051ea63e7621e0e3bf6f367fd3775fc3305925e531d00cabe31b5c4b9a068517f36db52c0251e2931da40fd6d34ba2420a11f34feaae23dc4e78d36d299,0x68517f36db52c0251e2931da40fd6d34ba2420a11f34feaae23dc4e78d36d299,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,21,0x26,0.55
107,0x47ce2f828f102d829ce73ef368015a46781db0d59f4c784c9da6e40b74efdf14,4384132,0x1,,,0xafd2e057c1f681f6f71987234ca32099a19a55fd,200000,21000000000,0x5538532dd7d3ba573925ccd4757d583c36577ae81846a7c98cff1ea978167efc,0x,9,0x1caa1cbe17bbb52b881d7209c1a101fd548ccd7473429f3e7df73008a955c867804d1eccde431c94d20315637e95c50e06131280f45c380fda52f83eb6d4e625,0x193a90353f2aa62e48b8ca8f652f82c579839cc63e8612abe5afd7be11715373,0xf86d098504e3b2920083030d4094b5e5585d0057501c91c48094029a6f4fb10b5a01888abeb37cf06be8008026a0193a90353f2aa62e48b8ca8f652f82c579839cc63e8612abe5afd7be11715373a0590dc7d943376e1891a56992d0b4ddc319937ded7f5fbc52c51dc3e5b5927368,0x590dc7d943376e1891a56992d0b4ddc319937ded7f5fbc52c51dc3e5b5927368,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,24,0x26,9.997625572
108,0x47ce2f828f102d829ce73ef368015a46781db0d59f4c784c9da6e40b74efdf14,4384132,0x1,,,0xc36b957d33d42dcadd2963eb30374a592a0ff5bf,150000,21000000000,0x71ca0bd1f3dc05ab6698c785e5654d55b5e253611f1ba6327a2272144ac05b1f,0x,17,0x2d039079e0f4578c86efe1e0fcf1767586ebad3f9c8c82be52688e6f03cfb7855614046a859058fa03c727fecbc91ddb52eacba280caa5ce57940a35bbecded7,0x5fba0e78228b1d1e5ea6de16dbec0b1826233220f174299522437a00cf91aaf3,0xf86d118504e3b29200830249f094b5e5585d0057501c91c48094029a6f4fb10b5a0188445f09c9def0a0008026a05fba0e78228b1d1e5ea6de16dbec0b1826233220f174299522437a00cf91aaf3a02cbe408d32debc06e8dfc76b211ff22000905f403377a38f122932febe239024,0x2cbe408d32debc06e8dfc76b211ff22000905f403377a38f122932febe239024,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,26,0x26,4.92666728
109,0x47ce2f828f102d829ce73ef368015a46781db0d59f4c784c9da6e40b74efdf14,4384132,0x1,,,0xa8426b3b569c77b1cb105c1e30fc9bad0f097b0a,93852,8000000000,0x27b9faf9e5be0f78804b4e4154a7c5f91eef4fff3b398f8d300d3c6a27a08032,0x,15,0x553531b55b0f399c5637d32cc284893d4241719d5d2a9f295d75d365edd1256b10397fe93f0d3dea092273cd10a1e459d9543bf9132b75c0d568bc8650c45972,0xe9ba5b48bc7c32562775e63393cfbd59695c63f50a58831784adb8c48ad75382,0xf86d0f8501dcd6500083016e9c94b5e5585d0057501c91c48094029a6f4fb10b5a01882c68af0bb14000008026a0e9ba5b48bc7c32562775e63393cfbd59695c63f50a58831784adb8c48ad75382a02bd8f60f07398a5ab9e2d740859f0440271972191448b7caa74a1347fece2094,0x2bd8f60f07398a5ab9e2d740859f0440271972191448b7caa74a1347fece2094,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,67,0x26,3.2
110,0xcbe6218e0725d28b0046f344a07b7eebc6d83a34dbe60edde892a46ed1066a78,4384135,0x1,,,0x9d4096117d7ffcad8311a1522029581d7bf6f008,162568,60000000000,0x2815f438934792e2e33e536f3490e90138b9a092c431bc8813e7f575bd863799,0x,141,0xe70fa2f252fce7ae9b892629ce6f9d2e2867bc9bde3a10207dc16840ec07ef70416a939f122a2a780acc2ac9f58cc12057d354d65125bb28768cb93cdb1cc383,0x240b47f24d28e3f8f408d55aadc6ce575618a59be1021eebed6622355c2500b9,0xf86f818d850df847580083027b0894b5e5585d0057501c91c48094029a6f4fb10b5a018901a055690d9db800008026a0240b47f24d28e3f8f408d55aadc6ce575618a59be1021eebed6622355c2500b9a022eb7f76f0a3711a0c3bdab82855fd1c1a1dd7a067eb0e14999b2dd8f721e9ff,0x22eb7f76f0a3711a0c3bdab82855fd1c1a1dd7a067eb0e14999b2dd8f721e9ff,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,2,0x26,30
111,0x500ff4e8b1ad0233a908b8b056cfdf6f48eddeb63ec5bdd0f5092c38b4fccd85,4384136,0x1,,,0x82c4ef2fef57418a95ebbd0cd2144a8779494db3,103357,12000000000,0xcf021365da0c9dec2fbfa1364a604809c86cc8c08c83270a3b003f2bcc82365d,0x,17,0x1303bc03e0ca92762fa5d967971b910a842881c60129c893103dcc55d686b32c8f34dc6a1d652f3e31df82323ca5f264df72f39636df177341fed6ea465ee720,0xc21641ae3918d76f49ed97c54937864dcd3759c8abd7c2d645969cab4ae2a23c,0xf86d118502cb417800830193bd94b5e5585d0057501c91c48094029a6f4fb10b5a01881f399b1438a100008025a0c21641ae3918d76f49ed97c54937864dcd3759c8abd7c2d645969cab4ae2a23ca05ee62c230e229b783cc34142be02f30c79d416e4122de1837bbb6642f6fecb6f,0x5ee62c230e229b783cc34142be02f30c79d416e4122de1837bbb6642f6fecb6f,0x0,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,60,0x25,2.25
112,0x500ff4e8b1ad0233a908b8b056cfdf6f48eddeb63ec5bdd0f5092c38b4fccd85,4384136,0x1,,,0xa1a6b18214b7870c338c547576bec3baabd6c482,500000,50000000000,0x8e6ec95dc651a5bedcb0024dbaa6f76514523cdadba701b896fb6a77a84d0b02,0x,4,0x5d393e58be9fe12eaa2d74c23213bee78ef3da75cb7ff6d4211ccf7b8d63d9c3f2045445788eb87b55f1648b52806c63ee05c7cccaf288b65748194ca46ebd3e,0x8b90e9b88e5afd70881be9a105a1623d847b8d33344e9dddb40d5dbb4ba037e9,0xf86d04850ba43b74008307a12094b5e5585d0057501c91c48094029a6f4fb10b5a01888ac7230489e800008026a08b90e9b88e5afd70881be9a105a1623d847b8d33344e9dddb40d5dbb4ba037e9a06dedd6ea3607561c04e62a6d2750dce9322164c7f0a42538f67ca15aedfed3de,0x6dedd6ea3607561c04e62a6d2750dce9322164c7f0a42538f67ca15aedfed3de,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,84,0x26,10
113,0xd95de87763d4d1061b02b3e2bfdd04881e66b5b73ebcfb55f48a6496c019b077,4384138,0x1,,,0x9abdefbabe7f459186b5cd58d17371b2e02ac8f8,74685,8000000000,0x4e78a45367c3b46a247dce98d848448be66abd4526ab59f4cc70603b19fa1198,0x,17,0x0bbc5d5f13da01cac68cd943dca44c846191b335c5230e5622ebb47121f282a2473aa8a4eea79f69c602bf6f97803e943b91e5f608def071faeec38b4b609604,0xa861fb2349296dca0570fd9c57df1bf56789576a12fa3ecb6ab2843ff7bf65d0,0xf86d118501dcd65000830123bd94b5e5585d0057501c91c48094029a6f4fb10b5a018822b1c8c1227a00008026a0a861fb2349296dca0570fd9c57df1bf56789576a12fa3ecb6ab2843ff7bf65d0a046a7298631031fc9e787e833786f4eab5e6c6408a96287289ebec9020dcbe9cf,0x46a7298631031fc9e787e833786f4eab5e6c6408a96287289ebec9020dcbe9cf,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,158,0x26,2.5
114,0xd95de87763d4d1061b02b3e2bfdd04881e66b5b73ebcfb55f48a6496c019b077,4384138,0x1,,,0x5be7e0a686ca387384d124b93606a80a5f8a9ba9,93357,10000000000,0x9cc865cc4d821bbfb59bb628d65385926a914506cc93feaf9663fe4b2afe6d50,0x,0,0x23f97d4a8bb4571b2a2c332ff5aa2c81ba0ba0aaa036a22315ad2a4951c1cdea39049373b9021a278397862e874ea0928ecbfc165bb1fdb3e71ce107890309a2,0x83431e3d3a05b71e6077d84f830d53ec4eaab2e62c114c248919a31a977bbb86,0xf86d808502540be40083016cad94b5e5585d0057501c91c48094029a6f4fb10b5a018804db7325476300008026a083431e3d3a05b71e6077d84f830d53ec4eaab2e62c114c248919a31a977bbb86a0391512b7d2d982106fe8b1f4128feefebc9797d28c87c972a9ed27d4657eea86,0x391512b7d2d982106fe8b1f4128feefebc9797d28c87c972a9ed27d4657eea86,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,139,0x26,0.35
115,0xd95de87763d4d1061b02b3e2bfdd04881e66b5b73ebcfb55f48a6496c019b077,4384138,0x1,,,0x30d381605485745197162f89fd80937d890b5358,62568,20000000000,0x634c4b79a29fd9a555e9725ae069aea5fc6c4f93454fc26730962f79f1009b09,0x,23,0x461fdb8fe2beb50c302ee128de643521b1a5b54a6fc5c1386e886320e390bf926e443e4eec6e0f91f263600369ceb67470fa8c729a6ebd507a6bd6c82c204f28,0x702f7748cc1517adbd18cc933725177ab39004bc522b1855be997fe82bfe44e8,0xf86c178504a817c80082f46894b5e5585d0057501c91c48094029a6f4fb10b5a01887ad1841c563500008025a0702f7748cc1517adbd18cc933725177ab39004bc522b1855be997fe82bfe44e8a05c532e3ab50d0b765576711428105c3c5157cf5544f50d667c12fd2e19232a2a,0x5c532e3ab50d0b765576711428105c3c5157cf5544f50d667c12fd2e19232a2a,0x0,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,66,0x25,8.85
116,0xd95de87763d4d1061b02b3e2bfdd04881e66b5b73ebcfb55f48a6496c019b077,4384138,0x1,,,0x00e6224fd18cbbc2e20a5cbd2103d6e8cea741f8,200000,60000000000,0x128e4db3ce937fdc9ec743a5b8804cccccdf7ba4e732f5ed3d4f2da15996d646,0x,56,0x2f44aa723a37b19c955b1988305995a63106347f7ccb5ac2e10ba7af827952c9ab4bf8e81d8023be79a7e460bf5c0d098bac025b9b4ded85927161fdf24d0669,0x47b6843be3d60d79b07bf8c8db6a80cc2708120c2be9971f794e05b2d8f5f5bd,0xf86e38850df847580083030d4094b5e5585d0057501c91c48094029a6f4fb10b5a018904c53ecdc18a6000008025a047b6843be3d60d79b07bf8c8db6a80cc2708120c2be9971f794e05b2d8f5f5bda07ba4dd7a4466153225154f0e309a7725004932867ab034d6cdd8af3672cf072d,0x7ba4dd7a4466153225154f0e309a7725004932867ab034d6cdd8af3672cf072d,0x0,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,1,0x25,88
117,0xd95de87763d4d1061b02b3e2bfdd04881e66b5b73ebcfb55f48a6496c019b077,4384138,0x1,,,0x9671ec2a08783bc9219994cbbf46664750e9552c,62238,21000000000,0xc0968c4bfab0ac5ed39fe8832b43319c23f88dc394277caed1fbbeb6052fe0bd,0x,8,0x1fd06c89e4fd182406f6cb7afb8cd186676083035225ff1dcad9707262879b3e2fe114335afeedeffb000c7d940d5583052f7ce0c1d2e8491341c414a8544c09,0x4a6291cc22e181905e8674cf667f3bd935fe6a9234f5eb821b8331f44ae36b1,0xf86c088504e3b2920082f31e94b5e5585d0057501c91c48094029a6f4fb10b5a0188094c51733f8300008025a004a6291cc22e181905e8674cf667f3bd935fe6a9234f5eb821b8331f44ae36b1a0245a9031d5f8f06c2f970ee344c94c5a0f8c3aa64521937c0686da61f73787be,0x245a9031d5f8f06c2f970ee344c94c5a0f8c3aa64521937c0686da61f73787be,0x0,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,46,0x25,0.67
118,0x013080281d54d6c61a929412d619e0db2ad405ce5a7ff5cdba478621c6b79a20,4384145,0x1,,,0x0e34fb8fb1ec873118824f75edf0f04fa2462f0a,150000,21000000000,0x24a527d8eb31dfb92e05b6ae860136d4665b82d4f56f504f36b35c7209c0da2d,0x,102,0xd5abc2bf7f2ad29e15a3bb7b960766fb6f44c664fa48951c48b91b1427b6fc41e90c6b3ae33166bfed0462094c69e3e660f08c281561f1c8d8cd3bea478fb00f,0x6834ac73ce0b527f3f4224a31c63ba5c0ba412bed79f22f35797fd05343d4e3,0xf86d668504e3b29200830249f094b5e5585d0057501c91c48094029a6f4fb10b5a01880186cc6acd4b00008026a006834ac73ce0b527f3f4224a31c63ba5c0ba412bed79f22f35797fd05343d4e3a0635f09a7618d83b00ad1d4eb0aaba2a6f58fd8c7acaad3a53abf6bee3711b9b3,0x635f09a7618d83b00ad1d4eb0aaba2a6f58fd8c7acaad3a53abf6bee3711b9b3,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,46,0x26,0.11
119,0x013080281d54d6c61a929412d619e0db2ad405ce5a7ff5cdba478621c6b79a20,4384145,0x1,,,0x831cead0805ac7cf4a744e9e8d088317eab8d0c0,62238,21000000000,0x73ffa4ecdabcd8c640b50743cac6a4343a1fc01e81cad80dd0a2cb9c11c475d4,0x,17,0xcbc0eaaf7a8a83a039fc3958b397823e4613006cf923e43caacb196f314d92f8b77c719210096801384ad054b78e76fb17d71ad491dd770ce20e00b71dd49ed0,0x593f58e53f46d2d79edb4733e2b16a9da4937fe3533e958c8f2bd22a88ae742,0xf86c118504e3b2920082f31e94b5e5585d0057501c91c48094029a6f4fb10b5a018822b1c8c1227a00008026a00593f58e53f46d2d79edb4733e2b16a9da4937fe3533e958c8f2bd22a88ae742a04bd0d56b53d8d4a5ca65314e6759cb831c6433e965a439f205add75726775d69,0x4bd0d56b53d8d4a5ca65314e6759cb831c6433e965a439f205add75726775d69,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,49,0x26,2.5
120,0xbbe32290a7374d43a67e1726743fbccd0478d2a1a51542c62f51dd1e9477cbaa,4384146,0x1,,,0x100d5a3e02d260b2e2878f1d35fc298168e28667,62238,42000000000,0x29886d4ac326b2fd02a5ad00eb3ea62597ecf4396e8a808630a0395a6ad2218b,0x,0,0x66c9f8c19059998b0d2407abf6ab10a6aae67b988d6aad700b6a1e1ccdebc092c11859af5fc38e7a5ac81d14338c8c9a98cf7a26c9ce0d34546adedbea0d7503,0xbbc28717771799dc8a635ecd16ff7cafed982fb1ecdbd61b9ff0d64bde010745,0xf86c808509c765240082f31e94b5e5585d0057501c91c48094029a6f4fb10b5a018822b1c8c1227a00008026a0bbc28717771799dc8a635ecd16ff7cafed982fb1ecdbd61b9ff0d64bde010745a071453e889a9f90f8efc4210357991298ac572cab591c0b4e9ff0116c6ff0dd9c,0x71453e889a9f90f8efc4210357991298ac572cab591c0b4e9ff0116c6ff0dd9c,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,0,0x26,2.5
121,0xdcfb20ff643ed2f4dc9cb2ca821df18a163811a72768d135f2429f6b21154db0,4384147,0x1,,,0xa078d63e9bd71ebcab4533373ac257b6b6388202,62238,21000000000,0xcc2b0fcdddb68d48092d4a988074d266597ade1a0fccd5b48fc0f2d336c9ffac,0x,3,0xcd332711828b096c8dd15181112e499525a2a2650b27ccae47e937870a1bf7b9bf22bebf4a0ad88a4c92ee3597420a0e07d0fbd02c48b84bd271de8a1dc5638e,0x3b5712786c3600679adab7567538a1a75c13ae0491eb4a47bbb286a1511f0691,0xf86c038504e3b2920082f31e94b5e5585d0057501c91c48094029a6f4fb10b5a018816e5fa42076500008025a03b5712786c3600679adab7567538a1a75c13ae0491eb4a47bbb286a1511f0691a04bee728b249daf8a4789042c18877c4dd44e4e2f74f63b857672ac07a89af43a,0x4bee728b249daf8a4789042c18877c4dd44e4e2f74f63b857672ac07a89af43a,0x0,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,35,0x25,1.65
122,0x8a5fe74dc078de6cf24c4d9995c120bc37c117458f6d13117451ea64cf6546a5,4384149,0x1,,,0x8125db1a3c1f5159cdcf8b73163bfd2c74e89431,150000,21000000000,0x3307ffb10bc184f3c2d728fa5229b2b5e36a9d29b4f88ae010041e73721f82fe,0x,2,0xc3bf28cb5b1495e778be4900bfbc12d42349893d74849b28bd4ec00d3cdded346c2a3524072847ca983905047c8fbb09f6bce00d7cb0b683326e3d23f6cbb500,0xcdfb52f835c47f4aa00d8209f1f523438e7697853b742b0c4cf23492d16df5d2,0xf86d028504e3b29200830249f094b5e5585d0057501c91c48094029a6f4fb10b5a018807937833cf14c7168026a0cdfb52f835c47f4aa00d8209f1f523438e7697853b742b0c4cf23492d16df5d2a0777d5c6086862c6350b02dce97c2b323b03a1daf058e27363adeb0341b89f67b,0x777d5c6086862c6350b02dce97c2b323b03a1daf058e27363adeb0341b89f67b,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,8,0x26,0.545912143754872598
123,0x8a5fe74dc078de6cf24c4d9995c120bc37c117458f6d13117451ea64cf6546a5,4384149,0x1,,,0x44c51816d2b75cbd5cf63b2c8107e6f8d9a39529,93357,20000000000,0xd1d85f964a93f61db8abfdbc23fa61a31ece9094f563a20a77a895491dc4778d,0x,110,0x291cefd081bb36b0fdc13df98cb47a6b0745f9a663b9d6e307abaef24073b756f2327f1ec40c83883bc3736d083279e59e865f0ef13dbe7854755a4b2a484c98,0x17cd8e73bd05eb35dd09b95b32b89365cb09e7405573e02118b97a200a22b65e,0xf86d6e8504a817c80083016cad94b5e5585d0057501c91c48094029a6f4fb10b5a018801434c04928f80008025a017cd8e73bd05eb35dd09b95b32b89365cb09e7405573e02118b97a200a22b65ea02d91082682709c628fae4291b543da0a3f98d2c0b51c7da850f560abccb67e52,0x2d91082682709c628fae4291b543da0a3f98d2c0b51c7da850f560abccb67e52,0x0,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,9,0x25,0.091
124,0xa6a304b903fbec73ecea18e96c3d789da6074353426f53d477fcb7809fd59fe6,4384150,0x1,,,0x4251701b32e8840b9c94f2b3a07f05dddc46e095,62568,21000000000,0x96422ad87f8107d84e9ed55a6c5e8bdd11a78d396932d2d5d60c5405148a5623,0x,1,0xa2affcb7d4405711ed0de7a6ae4808543f1195796eadfa371cbf2dbf810a58a3d2a98737ad2f51a5c551c91ba1a974b750daf6c14ab6e58b37b9332e6456d91c,0xf2e68bede592fc9bae7a538e0610de0b1f6aa09191c5652d2e88a47d482899b1,0xf86d018504e3b2920082f46894b5e5585d0057501c91c48094029a6f4fb10b5a0189015af1d78b58c400008026a0f2e68bede592fc9bae7a538e0610de0b1f6aa09191c5652d2e88a47d482899b1a01aea8efe185b65a60195574c5f8747a2bb8c122043e47876e54e68d7b24142f8,0x1aea8efe185b65a60195574c5f8747a2bb8c122043e47876e54e68d7b24142f8,0x1,0xb5e5585d0057501c91c48094029a6f4fb10b5a01,39,0x26,25
